SALESORDERID,CREATEDAT,CHANGEDAT,CUSTOMERID,GROSSAMOUNT,NETAMOUNT,TAXAMOUNT,LIFECYCLESTATUS,BILLINGSTATUS,DELIVERYSTATUS
500009713,2015-07-05,2015-07-05,100000031,14215,11947,2268,N,I,I
500009714,2015-07-05,2015-07-05,100000022,44221,37162,7059,N,I,I
500009715,2015-07-05,2015-07-05,100000010,19821,16658,3163,N,I,I
500009716,2015-07-05,2015-07-05,100000041,254,214,40,N,I,I
500009717,2015-07-05,2015-07-05,100000037,1876,1578,298,N,I,I
500009718,2015-07-05,2015-07-05,100000025,5710,4799,911,N,I,I
500009719,2015-07-05,2015-07-05,100000041,10420,8759,1661,N,I,I
500009720,2015-07-05,2015-07-05,100000013,10532,8852,1680,N,I,I
500009721,2015-07-05,2015-07-05,100000006,52,44,8,N,I,I
500009722,2015-07-05,2015-07-05,100000005,2457,2066,391,N,I,I
500009723,2015-07-05,2015-07-05,100000001,36752,30885,5867,N,I,I
500009724,2015-07-05,2015-07-05,100000041,3730,3136,594,N,I,I
500009725,2015-07-05,2015-07-05,100000002,1671,1405,266,N,I,I
500009726,2015-07-05,2015-07-05,100000042,226,191,35,N,I,I
500009727,2015-07-05,2015-07-05,100000020,1758,1478,280,N,I,I
500009728,2015-07-05,2015-07-05,100000001,7806,6561,1245,N,I,I
500009729,2015-07-05,2015-07-05,100000029,5950,5001,949,N,I,I
500009730,2015-07-05,2015-07-05,100000043,8809,7404,1405,N,I,I
500009731,2015-07-05,2015-07-05,100000014,4636,3897,739,N,I,I
500009732,2015-07-05,2015-07-05,100000020,16392,13777,2615,N,I,I
500009733,2015-07-05,2015-07-05,100000013,989,833,156,N,I,I
500009734,2015-07-05,2015-07-05,100000022,7331,6161,1170,N,I,I
500009735,2015-07-05,2015-07-05,100000020,35700,30000,5700,N,I,I
500009736,2015-07-05,2015-07-05,100000014,13910,11691,2219,N,I,I
500009737,2015-07-05,2015-07-05,100000001,4952,4163,789,N,I,I
500009738,2015-07-05,2015-07-05,100000004,3875,3258,617,N,I,I
500009739,2015-07-05,2015-07-05,100000010,886,746,140,N,I,I
500009740,2015-07-05,2015-07-05,100000031,2613,2196,417,N,I,I
500009741,2015-07-05,2015-07-05,100000022,2410,2026,384,N,I,I
500009742,2015-07-05,2015-07-05,100000019,121,102,19,N,I,I
500009743,2015-07-05,2015-07-05,100000027,5998,5041,957,N,I,I
500009744,2015-07-06,2015-07-06,100000026,5009,4210,799,N,I,I
500009745,2015-07-06,2015-07-06,100000035,23514,19760,3754,N,I,I
500009746,2015-07-06,2015-07-06,100000020,1031,867,164,N,I,I
500009747,2015-07-06,2015-07-06,100000021,2973,2499,474,N,I,I
500009748,2015-07-06,2015-07-06,100000020,3011,2532,479,N,I,I
500009749,2015-07-06,2015-07-06,100000003,20,17,3,N,I,I
500009750,2015-07-06,2015-07-06,100000000,5320,4471,849,N,I,I
500009751,2015-07-06,2015-07-06,100000031,150,127,23,N,I,I
500009752,2015-07-06,2015-07-06,100000034,2170,1824,346,N,I,I
500009753,2015-07-06,2015-07-06,100000037,4316,3628,688,N,I,I
500009754,2015-07-06,2015-07-06,100000002,320,269,51,N,I,I
500009755,2015-07-06,2015-07-06,100000016,14493,12181,2312,N,I,I
500009756,2015-07-07,2015-07-07,100000037,208797,175461,33336,N,I,I
500009757,2015-07-07,2015-07-07,100000016,7988,6713,1275,N,I,I
500009758,2015-07-07,2015-07-07,100000029,6054,5088,966,N,I,I
500009759,2015-07-07,2015-07-07,100000002,895,753,142,N,I,I
500009760,2015-07-07,2015-07-07,100000007,7868,6613,1255,N,I,I
500009761,2015-07-07,2015-07-07,100000043,7451,6262,1189,N,I,I
500009762,2015-07-07,2015-07-07,100000034,6798,5715,1083,N,I,I
500009763,2015-07-07,2015-07-07,100000022,1783,1499,284,N,I,I
500009764,2015-07-07,2015-07-07,100000005,4345,3653,692,N,I,I
500009765,2015-07-07,2015-07-07,100000023,9987,8393,1594,N,I,I
500009766,2015-07-07,2015-07-07,100000040,232,195,37,N,I,I
500009767,2015-07-07,2015-07-07,100000022,5080,4269,811,N,I,I
500009768,2015-07-08,2015-07-08,100000002,1705,1433,272,N,I,I
500009769,2015-07-08,2015-07-08,100000000,6728,5655,1073,N,I,I
500009770,2015-07-08,2015-07-08,100000027,8963,7533,1430,N,I,I
500009771,2015-07-08,2015-07-08,100000027,1475,1240,235,N,I,I
500009772,2015-07-08,2015-07-08,100000009,42787,35956,6831,N,I,I
500009773,2015-07-08,2015-07-08,100000002,2101,1766,335,N,I,I
500009774,2015-07-08,2015-07-08,100000032,15315,12870,2445,N,I,I
500009775,2015-07-08,2015-07-08,100000030,1882,1583,299,N,I,I
500009776,2015-07-08,2015-07-08,100000029,2874,2416,458,N,I,I
500009777,2015-07-08,2015-07-08,100000023,4998,4200,798,N,I,I
500009778,2015-07-08,2015-07-08,100000040,2125,1787,338,N,I,I
500009779,2015-07-08,2015-07-08,100000015,3614,3038,576,N,I,I
500009780,2015-07-08,2015-07-08,100000039,16364,13752,2612,N,I,I
500009781,2015-07-08,2015-07-08,100000003,1496,1258,238,N,I,I
500009782,2015-07-08,2015-07-08,100000007,276,232,44,N,I,I
500009783,2015-07-08,2015-07-08,100000021,778,656,122,N,I,I
500009784,2015-07-08,2015-07-08,100000011,2282,1919,363,N,I,I
500009785,2015-07-08,2015-07-08,100000035,8463,7112,1351,N,I,I
500009786,2015-07-08,2015-07-08,100000018,1858,1562,296,N,I,I
500009787,2015-07-08,2015-07-08,100000018,4458,3747,711,N,I,I
500009788,2015-07-08,2015-07-08,100000033,1708,1436,272,N,I,I
500009789,2015-07-08,2015-07-08,100000025,14925,12543,2382,N,I,I
500009790,2015-07-08,2015-07-08,100000040,3469,2917,552,N,I,I
500009791,2015-07-08,2015-07-08,100000014,7887,6628,1259,N,I,I
500009792,2015-07-08,2015-07-08,100000029,6743,5667,1076,N,I,I
500009793,2015-07-08,2015-07-08,100000023,2140,1799,341,N,I,I
500009794,2015-07-08,2015-07-08,100000032,61,52,9,N,I,I
500009795,2015-07-08,2015-07-08,100000010,2293,1928,365,N,I,I
500009796,2015-07-08,2015-07-08,100000020,11459,9631,1828,N,I,I
500009797,2015-07-08,2015-07-08,100000025,7431,6245,1186,N,I,I
500009798,2015-07-08,2015-07-08,100000041,2676,2249,427,N,I,I
500009799,2015-07-08,2015-07-08,100000019,4505,3787,718,N,I,I
500009800,2015-07-08,2015-07-08,100000026,1652,1389,263,N,I,I
500009801,2015-07-08,2015-07-08,100000020,3736,3140,596,N,I,I
500009802,2015-07-08,2015-07-08,100000042,4938,4150,788,N,I,I
500009803,2015-07-08,2015-07-08,100000034,138433,116331,22102,N,I,I
500009804,2015-07-08,2015-07-08,100000005,22377,18805,3572,N,I,I
500009805,2015-07-08,2015-07-08,100000027,4280,3597,683,N,I,I
500009806,2015-07-08,2015-07-08,100000012,2113,1776,337,N,I,I
500009807,2015-07-08,2015-07-08,100000025,85021,71447,13574,N,I,I
500009808,2015-07-08,2015-07-08,100000000,47237,39696,7541,N,I,I
500009809,2015-07-08,2015-07-08,100000013,21675,18216,3459,N,I,I
500009810,2015-07-08,2015-07-08,100000017,4,4,0,N,I,I
500009811,2015-07-08,2015-07-08,100000015,738,621,117,N,I,I
500009812,2015-07-08,2015-07-08,100000001,2469,2076,393,N,I,I
500009813,2015-07-08,2015-07-08,100000030,7139,6001,1138,N,I,I
500009814,2015-07-08,2015-07-08,100000015,89250,75000,14250,N,I,I
500009815,2015-07-08,2015-07-08,100000017,1486,1249,237,N,I,I
500009816,2015-07-08,2015-07-08,100000020,10238,8604,1634,N,I,I
500009817,2015-07-08,2015-07-08,100000005,10958,9209,1749,N,I,I
500009818,2015-07-08,2015-07-08,100000016,4437,3729,708,N,I,I
500009819,2015-07-08,2015-07-08,100000032,10308,8663,1645,N,I,I
500009820,2015-07-08,2015-07-08,100000037,17311,14548,2763,N,I,I
500009821,2015-07-08,2015-07-08,100000043,10254,8618,1636,N,I,I
500009822,2015-07-08,2015-07-08,100000021,3907,3285,622,N,I,I
500009823,2015-07-08,2015-07-08,100000003,3276,2755,521,N,I,I
500009824,2015-07-08,2015-07-08,100000008,5711,4800,911,N,I,I
500009825,2015-07-08,2015-07-08,100000027,5609,4715,894,N,I,I
500009826,2015-07-08,2015-07-08,100000005,94816,79678,15138,N,I,I
500009827,2015-07-08,2015-07-08,100000017,3214,2702,512,N,I,I
500009828,2015-07-08,2015-07-08,100000043,3038,2554,484,N,I,I
500009829,2015-07-08,2015-07-08,100000020,15498,13025,2473,N,I,I
500009830,2015-07-08,2015-07-08,100000025,11528,9688,1840,N,I,I
500009831,2015-07-08,2015-07-08,100000013,172,145,27,N,I,I
500009832,2015-07-08,2015-07-08,100000039,7106,5972,1134,N,I,I
500009833,2015-07-08,2015-07-08,100000000,10762,9045,1717,N,I,I
500009834,2015-07-08,2015-07-08,100000038,2963,2490,473,N,I,I
500009835,2015-07-08,2015-07-08,100000004,9557,8032,1525,N,I,I
500009836,2015-07-08,2015-07-08,100000017,33,28,5,N,I,I
500009837,2015-07-08,2015-07-08,100000017,410,345,65,N,I,I
500009838,2015-07-08,2015-07-08,100000015,1856,1560,296,N,I,I
500009839,2015-07-08,2015-07-08,100000000,6368,5352,1016,N,I,I
500009840,2015-07-08,2015-07-08,100000018,35700,30000,5700,N,I,I
500009841,2015-07-08,2015-07-08,100000038,14820,12456,2364,N,I,I
500009842,2015-07-08,2015-07-08,100000041,1021,859,162,N,I,I
500009843,2015-07-09,2015-07-09,100000021,846,711,135,N,I,I
500009844,2015-07-09,2015-07-09,100000009,449,378,71,N,I,I
500009845,2015-07-09,2015-07-09,100000021,16486,13855,2631,N,I,I
500009846,2015-07-09,2015-07-09,100000030,706,594,112,N,I,I
500009847,2015-07-09,2015-07-09,100000013,2351,1977,374,N,I,I
500009848,2015-07-09,2015-07-09,100000006,629,530,99,N,I,I
500009849,2015-07-09,2015-07-09,100000018,92455,77694,14761,N,I,I
500009850,2015-07-09,2015-07-09,100000018,5466,4595,871,N,I,I
500009851,2015-07-09,2015-07-09,100000010,12320,10354,1966,N,I,I
500009852,2015-07-09,2015-07-09,100000020,6655,5593,1062,N,I,I
500009853,2015-07-09,2015-07-09,100000027,6838,5747,1091,N,I,I
500009854,2015-07-09,2015-07-09,100000022,9381,7884,1497,N,I,I
500009855,2015-07-10,2015-07-10,100000009,54850,46093,8757,N,I,I
500009856,2015-07-10,2015-07-10,100000003,7431,6245,1186,N,I,I
500009857,2015-07-10,2015-07-10,100000037,5400,4538,862,N,I,I
500009858,2015-07-10,2015-07-10,100000022,11031,9272,1759,N,I,I
500009859,2015-07-10,2015-07-10,100000003,12502,10507,1995,N,I,I
500009860,2015-07-10,2015-07-10,100000009,15911,13371,2540,N,I,I
500009861,2015-07-10,2015-07-10,100000027,273,230,43,N,I,I
500009862,2015-07-10,2015-07-10,100000010,142,120,22,N,I,I
500009863,2015-07-10,2015-07-10,100000028,8974,7543,1431,N,I,I
500009864,2015-07-10,2015-07-10,100000018,111,94,17,N,I,I
500009865,2015-07-10,2015-07-10,100000040,2303,1937,366,N,I,I
500009866,2015-07-10,2015-07-10,100000006,188,158,30,N,I,I
500009867,2015-07-10,2015-07-10,100000029,13744,11550,2194,N,I,I
500009868,2015-07-10,2015-07-10,100000033,9423,7919,1504,N,I,I
500009869,2015-07-10,2015-07-10,100000028,7072,5944,1128,N,I,I
500009870,2015-07-10,2015-07-10,100000040,25184,21164,4020,N,I,I
500009871,2015-07-10,2015-07-10,100000033,11482,9650,1832,N,I,I
500009872,2015-07-10,2015-07-10,100000036,30828,25907,4921,N,I,I
500009873,2015-07-10,2015-07-10,100000035,2565,2156,409,N,I,I
500009874,2015-07-10,2015-07-10,100000036,16339,13731,2608,N,I,I
500009875,2015-07-10,2015-07-10,100000032,678,570,108,N,I,I
500009876,2015-07-10,2015-07-10,100000037,148750,125000,23750,N,I,I
500009877,2015-07-10,2015-07-10,100000042,22129,18597,3532,N,I,I
500009878,2015-07-10,2015-07-10,100000020,169661,142573,27088,N,I,I
500009879,2015-07-10,2015-07-10,100000027,3627,3050,577,N,I,I
500009880,2015-07-10,2015-07-10,100000002,1446,1216,230,N,I,I
500009881,2015-07-10,2015-07-10,100000012,4257,3578,679,N,I,I
500009882,2015-07-10,2015-07-10,100000031,4352,3658,694,N,I,I
500009883,2015-07-10,2015-07-10,100000034,3446,2897,549,N,I,I
500009884,2015-07-10,2015-07-10,100000035,56,48,8,N,I,I
500009885,2015-07-10,2015-07-10,100000039,2268,1907,361,N,I,I
500009886,2015-07-10,2015-07-10,100000016,2138,1798,340,N,I,I
500009887,2015-07-10,2015-07-10,100000041,34686,29150,5536,N,I,I
500009888,2015-07-10,2015-07-10,100000011,5450,4580,870,N,I,I
500009889,2015-07-10,2015-07-10,100000040,5278,4436,842,N,I,I
500009890,2015-07-10,2015-07-10,100000012,4414,3710,704,N,I,I
500009891,2015-07-10,2015-07-10,100000026,16721,14052,2669,N,I,I
500009892,2015-07-10,2015-07-10,100000025,7792,6550,1242,N,I,I
500009893,2015-07-10,2015-07-10,100000042,12886,10830,2056,N,I,I
500009894,2015-07-10,2015-07-10,100000021,10690,8984,1706,N,I,I
500009895,2015-07-10,2015-07-10,100000022,42,36,6,N,I,I
500009896,2015-07-10,2015-07-10,100000006,242523,203802,38721,N,I,I
500009897,2015-07-10,2015-07-10,100000033,7131,5994,1137,N,I,I
500009898,2015-07-10,2015-07-10,100000031,18429,15488,2941,N,I,I
500009899,2015-07-10,2015-07-10,100000024,1422,1195,227,N,I,I
500009900,2015-07-10,2015-07-10,100000034,2545,2140,405,N,I,I
500009901,2015-07-10,2015-07-10,100000004,7417,6234,1183,N,I,I
500009902,2015-07-10,2015-07-10,100000039,643,542,101,N,I,I
500009903,2015-07-10,2015-07-10,100000010,7497,6300,1197,N,I,I
500009904,2015-07-10,2015-07-10,100000029,6582,5533,1049,N,I,I
500009905,2015-07-10,2015-07-10,100000001,2490,2094,396,N,I,I
500009906,2015-07-10,2015-07-10,100000022,6277,5275,1002,N,I,I
500009907,2015-07-10,2015-07-10,100000023,5353,4499,854,N,I,I
500009908,2015-07-10,2015-07-10,100000022,12887,10831,2056,N,I,I
500009909,2015-07-10,2015-07-10,100000022,29982,25195,4787,N,I,I
500009910,2015-07-10,2015-07-10,100000027,5298,4453,845,N,I,I
500009911,2015-07-10,2015-07-10,100000002,328,276,52,N,I,I
500009912,2015-07-10,2015-07-10,100000038,13173,11070,2103,N,I,I
500009913,2015-07-10,2015-07-10,100000042,19098,16049,3049,N,I,I
500009914,2015-07-10,2015-07-10,100000034,2547,2141,406,N,I,I
500009915,2015-07-10,2015-07-10,100000027,327,275,52,N,I,I
500009916,2015-07-10,2015-07-10,100000034,3737,3143,594,N,I,I
500009917,2015-07-10,2015-07-10,100000038,10293,8652,1641,N,I,I
500009918,2015-07-10,2015-07-10,100000026,7362,6187,1175,N,I,I
500009919,2015-07-10,2015-07-10,100000019,1060,891,169,N,I,I
500009920,2015-07-10,2015-07-10,100000017,2873,2415,458,N,I,I
500009921,2015-07-10,2015-07-10,100000021,6427,5402,1025,N,I,I
500009922,2015-07-10,2015-07-10,100000021,20,17,3,N,I,I
500009923,2015-07-10,2015-07-10,100000008,988,831,157,N,I,I
500009924,2015-07-10,2015-07-10,100000043,12026,10107,1919,N,I,I
500009925,2015-07-10,2015-07-10,100000019,6873,5777,1096,N,I,I
500009926,2015-07-10,2015-07-10,100000041,474,399,75,N,I,I
500009927,2015-07-10,2015-07-10,100000041,911,766,145,N,I,I
500009928,2015-07-10,2015-07-10,100000039,367,309,58,N,I,I
500009929,2015-07-10,2015-07-10,100000018,8921,7497,1424,N,I,I
500009930,2015-07-10,2015-07-10,100000000,804,676,128,N,I,I
500009931,2015-07-10,2015-07-10,100000017,1428,1200,228,N,I,I
500009932,2015-07-10,2015-07-10,100000005,7750,6514,1236,N,I,I
500009933,2015-07-10,2015-07-10,100000034,8591,7220,1371,N,I,I
500009934,2015-07-10,2015-07-10,100000043,34353,28869,5484,N,I,I
500009935,2015-07-10,2015-07-10,100000000,10842,9112,1730,N,I,I
500009936,2015-07-10,2015-07-10,100000043,137,116,21,N,I,I
500009937,2015-07-10,2015-07-10,100000029,15749,13236,2513,N,I,I
500009938,2015-07-10,2015-07-10,100000042,7270,6110,1160,N,I,I
500009939,2015-07-10,2015-07-10,100000029,171,144,27,N,I,I
500009940,2015-07-10,2015-07-10,100000000,2938,2470,468,N,I,I
500009941,2015-07-10,2015-07-10,100000042,11788,9907,1881,N,I,I
500009942,2015-07-10,2015-07-10,100000025,150733,126667,24066,N,I,I
500009943,2015-07-10,2015-07-10,100000003,2018,1696,322,N,I,I
500009944,2015-07-10,2015-07-10,100000018,3674,3088,586,N,I,I
500009945,2015-07-10,2015-07-10,100000007,679,571,108,N,I,I
500009946,2015-07-10,2015-07-10,100000037,2164,1820,344,N,I,I
500009947,2015-07-10,2015-07-10,100000017,8936,7510,1426,N,I,I
500009948,2015-07-10,2015-07-10,100000029,1655,1392,263,N,I,I
500009949,2015-07-10,2015-07-10,100000000,15394,12938,2456,N,I,I
500009950,2015-07-10,2015-07-10,100000011,8893,7474,1419,N,I,I
500009951,2015-07-10,2015-07-10,100000001,25812,21692,4120,N,I,I
500009952,2015-07-10,2015-07-10,100000026,5970,5019,951,N,I,I
500009953,2015-07-10,2015-07-10,100000033,31205,26223,4982,N,I,I
500009954,2015-07-10,2015-07-10,100000018,31457,26436,5021,N,I,I
500009955,2015-07-10,2015-07-10,100000009,432,364,68,N,I,I
500009956,2015-07-10,2015-07-10,100000030,5455,4585,870,N,I,I
500009957,2015-07-10,2015-07-10,100000022,2256,1897,359,N,I,I
500009958,2015-07-10,2015-07-10,100000028,899,757,142,N,I,I
500009959,2015-07-10,2015-07-10,100000013,133,112,21,N,I,I
500009960,2015-07-10,2015-07-10,100000019,57005,47905,9100,N,I,I
500009961,2015-07-10,2015-07-10,100000003,8216,6905,1311,N,I,I
500009962,2015-07-10,2015-07-10,100000032,8919,7495,1424,N,I,I
500009963,2015-07-11,2015-07-11,100000018,2347,1973,374,N,I,I
500009964,2015-07-11,2015-07-11,100000025,296,249,47,N,I,I
500009965,2015-07-11,2015-07-11,100000016,5966,5015,951,N,I,I
500009966,2015-07-11,2015-07-11,100000000,30985,26040,4945,N,I,I
500009967,2015-07-11,2015-07-11,100000036,5165,4341,824,N,I,I
500009968,2015-07-11,2015-07-11,100000026,11900,10000,1900,N,I,I
500009969,2015-07-11,2015-07-11,100000015,1319,1109,210,N,I,I
500009970,2015-07-11,2015-07-11,100000000,3610,3034,576,N,I,I
500009971,2015-07-11,2015-07-11,100000038,1788,1503,285,N,I,I
500009972,2015-07-11,2015-07-11,100000030,9155,7695,1460,N,I,I
500009973,2015-07-11,2015-07-11,100000027,120,101,19,N,I,I
500009974,2015-07-11,2015-07-11,100000020,13,11,2,N,I,I
500009975,2015-07-11,2015-07-11,100000003,3173,2667,506,N,I,I
500009976,2015-07-11,2015-07-11,100000002,3052,2565,487,N,I,I
500009977,2015-07-11,2015-07-11,100000033,387,326,61,N,I,I
500009978,2015-07-11,2015-07-11,100000012,839,707,132,N,I,I
500009979,2015-07-11,2015-07-11,100000035,9268,7789,1479,N,I,I
500009980,2015-07-11,2015-07-11,100000023,264,223,41,N,I,I
500009981,2015-07-11,2015-07-11,100000014,8,7,1,N,I,I
500009982,2015-07-11,2015-07-11,100000034,2464,2072,392,N,I,I
500009983,2015-07-11,2015-07-11,100000007,18874,15863,3011,N,I,I
500009984,2015-07-11,2015-07-11,100000026,41533,34903,6630,N,I,I
500009985,2015-07-11,2015-07-11,100000026,95,80,15,N,I,I
500009986,2015-07-11,2015-07-11,100000025,12189,10244,1945,N,I,I
500009987,2015-07-11,2015-07-11,100000000,13151,11053,2098,N,I,I
500009988,2015-07-11,2015-07-11,100000036,1258,1059,199,N,I,I
500009989,2015-07-11,2015-07-11,100000022,22499,18908,3591,N,I,I
500009990,2015-07-11,2015-07-11,100000000,824,693,131,N,I,I
500009991,2015-07-11,2015-07-11,100000011,3803,3196,607,N,I,I
500009992,2015-07-11,2015-07-11,100000001,4431,3724,707,N,I,I
500009993,2015-07-11,2015-07-11,100000038,54916,46149,8767,N,I,I
500009994,2015-07-11,2015-07-11,100000005,6606,5552,1054,N,I,I
500009995,2015-07-11,2015-07-11,100000027,18214,15307,2907,N,I,I
500009996,2015-07-11,2015-07-11,100000032,2749,2311,438,N,I,I
500009997,2015-07-11,2015-07-11,100000011,1236,1041,195,N,I,I
500009998,2015-07-11,2015-07-11,100000006,30144,25332,4812,N,I,I
500009999,2015-07-11,2015-07-11,100000034,40966,34427,6539,N,I,I
500010000,2015-07-11,2015-07-11,100000009,5713,4802,911,N,I,I
500010001,2015-07-11,2015-07-11,100000008,12585,10577,2008,N,I,I
500010002,2015-07-11,2015-07-11,100000021,25134,21123,4011,N,I,I
500010003,2015-07-11,2015-07-11,100000036,2856,2400,456,N,I,I
500010004,2015-07-11,2015-07-11,100000004,2468,2075,393,N,I,I
500010005,2015-07-11,2015-07-11,100000001,32516,27326,5190,N,I,I
500010006,2015-07-11,2015-07-11,100000001,428,360,68,N,I,I
500010007,2015-07-11,2015-07-11,100000036,323,272,51,N,I,I
500010008,2015-07-11,2015-07-11,100000000,14776,12418,2358,N,I,I
500010009,2015-07-11,2015-07-11,100000020,3437,2889,548,N,I,I
500010010,2015-07-11,2015-07-11,100000020,13213,11104,2109,N,I,I
500010011,2015-07-11,2015-07-11,100000033,11587,9739,1848,N,I,I
500010012,2015-07-11,2015-07-11,100000028,2412,2028,384,N,I,I
500010013,2015-07-11,2015-07-11,100000043,1187,998,189,N,I,I
500010014,2015-07-11,2015-07-11,100000038,214,180,34,N,I,I
500010015,2015-07-11,2015-07-11,100000039,15315,12870,2445,N,I,I
500010016,2015-07-11,2015-07-11,100000032,5820,4892,928,N,I,I
500010017,2015-07-11,2015-07-11,100000040,95,80,15,N,I,I
500010018,2015-07-11,2015-07-11,100000000,9222,7750,1472,N,I,I
500010019,2015-07-11,2015-07-11,100000003,24229,20362,3867,N,I,I
500010020,2015-07-11,2015-07-11,100000041,2621,2204,417,N,I,I
500010021,2015-07-11,2015-07-11,100000033,2378,1999,379,N,I,I
500010022,2015-07-11,2015-07-11,100000005,2510,2112,398,N,I,I
500010023,2015-07-11,2015-07-11,100000004,65634,55155,10479,N,I,I
500010024,2015-07-11,2015-07-11,100000015,24212,20348,3864,N,I,I
500010025,2015-07-11,2015-07-11,100000024,9470,7959,1511,N,I,I
500010026,2015-07-11,2015-07-11,100000037,2480,2085,395,N,I,I
500010027,2015-07-11,2015-07-11,100000023,9515,7996,1519,N,I,I
500010028,2015-07-11,2015-07-11,100000036,317,267,50,N,I,I
500010029,2015-07-11,2015-07-11,100000022,1807,1520,287,N,I,I
500010030,2015-07-11,2015-07-11,100000039,7220,6069,1151,N,I,I
500010031,2015-07-11,2015-07-11,100000004,303,255,48,N,I,I
500010032,2015-07-11,2015-07-11,100000006,34316,28838,5478,N,I,I
500010033,2015-07-11,2015-07-11,100000009,1704,1433,271,N,I,I
500010034,2015-07-11,2015-07-11,100000007,6806,5720,1086,N,I,I
500010035,2015-07-11,2015-07-11,100000025,2981,2506,475,N,I,I
500010036,2015-07-11,2015-07-11,100000043,8260,6942,1318,N,I,I
500010037,2015-07-11,2015-07-11,100000027,18075,15190,2885,N,I,I
500010038,2015-07-12,2015-07-12,100000008,832,700,132,N,I,I
500010039,2015-07-12,2015-07-12,100000037,16245,13653,2592,N,I,I
500010040,2015-07-12,2015-07-12,100000006,28308,23790,4518,N,I,I
500010041,2015-07-12,2015-07-12,100000003,1712,1440,272,N,I,I
500010042,2015-07-12,2015-07-12,100000040,8277,6956,1321,N,I,I
500010043,2015-07-12,2015-07-12,100000008,1717,1444,273,N,I,I
500010044,2015-07-12,2015-07-12,100000024,2495,2097,398,N,I,I
500010045,2015-07-12,2015-07-12,100000033,19986,16796,3190,N,I,I
500010046,2015-07-12,2015-07-12,100000001,8293,6970,1323,N,I,I
500010047,2015-07-12,2015-07-12,100000023,7151,6010,1141,N,I,I
500010048,2015-07-12,2015-07-12,100000040,9450,7942,1508,N,I,I
